video_id,label,split,manipulation_family,manipulation_type,n_face_frames,dominant_emotion,mean_valence,std_valence,mean_arousal,std_arousal,max_arousal,emotion_entropy,transition_rate,arousal_variation,neutral_ratio,mean_score_affection,mean_score_amusement,mean_score_anger,mean_score_astonishment_surprise,mean_score_awe,mean_score_bitterness,mean_score_concentration,mean_score_confusion,mean_score_contemplation,mean_score_contempt,mean_score_contentment,mean_score_disappointment,mean_score_disgust,mean_score_distress,mean_score_doubt,mean_score_elation,mean_score_embarrassment,mean_score_emotional_numbness,mean_score_fatigue_exhaustion,mean_score_fear,mean_score_helplessness,mean_score_hope_enthusiasm_optimism,mean_score_impatience_and_irritability,mean_score_infatuation,mean_score_interest,mean_score_intoxication_altered_states_of_consciousness,mean_score_jealousy_&_envy,mean_score_longing,mean_score_malevolence_malice,mean_score_pain,mean_score_pleasure_ecstasy,mean_score_pride,mean_score_relief,mean_score_sadness,mean_score_sexual_lust,mean_score_shame,mean_score_sourness,mean_score_teasing,mean_score_thankfulness_gratitude,mean_score_triumph
Celeb-real__id0_0002__9e73ac85,real,val,,Celeb-real,59,disappointment,-0.35094214476689845,0.07529286946046139,0.2396808678911142,0.0555721621804365,0.38313660921164233,1.0719964267556892,0.5,0.04345211838047172,0.05084745762711865,-0.5475641130390814,-0.5439626382569135,2.5791271743127857,1.3442888643782018,0.5763961824320131,1.439266361422458,0.07422538126929332,1.3919905858524775,0.10506152601565345,2.0006977077257835,1.971114597078097,2.894984348345611,2.1434391696574324,-0.4639535850640071,0.13036444031838643,0.3832159385842792,2.5949716810452736,0.5998642666865204,1.1007378454935752,1.295761147798118,0.9983958430209402,-0.411162923958342,1.8413407944016538,-0.47089664410736604,0.08168085247783338,0.45359972371893414,1.1436762233911935,-0.0018453466690192789,0.41184855416669686,1.6173799724902136,-0.27129538786613333,-2.163981280084384,-0.07065322035450046,0.6364242363784273,0.7079714738716514,0.5098379875643778,0.060491865721799556,0.022497533236519766,0.3704116728346227,-1.8620995161897045
Celeb-real__id0_0005__c45f0938,real,val,,Celeb-real,77,anger,-0.3040499392594457,0.0634689816957498,0.29636245663299315,0.05150677130584489,0.41629771991994463,0.9960689365879598,0.3815789473684211,0.03846381641048489,0.03896103896103896,-0.7699855968549654,-0.2632361278905497,2.8571521833345486,1.7632158143179757,0.6604262528481422,1.2819165022342236,-0.009495859796350653,1.6037238813065864,-0.3703910065935804,1.8965712228378693,2.142184754470726,2.1306979067913896,2.039557289767575,-0.5963396667079492,0.22392764058593032,0.7722066625372156,2.7077553148393507,0.5543623833687275,1.0818247106168177,1.387699400449728,0.8284907925438572,-0.23141966547284806,1.9187114610300435,-1.0314353890233225,0.2055489146090173,0.6292288713640981,0.8227979780791642,-0.11493441965672876,0.361978318784144,1.8486001677327342,0.552744000763088,-2.141275071478509,-0.07610003901766492,0.23898796988772109,0.7202460518131009,0.2808718681335449,-0.23819887367161838,0.041519211484240245,0.08966192641815582,-1.6052130770373654
Celeb-real__id0_0007__4f22f911,real,val,,Celeb-real,80,anger,-0.1672888561137577,0.14059947095075556,0.3674230904056714,0.05893571196562988,0.4708146450793455,1.6403819286447014,0.5822784810126582,0.043409055368045305,0.125,-0.24142155833542348,0.3645938605070114,2.5687707677483558,2.388778403401375,0.8302097424864769,1.1973524212837219,-0.041202280670404434,1.4522472508251667,-0.9716262310743332,1.5708475768566132,2.1288188621401787,1.0999176695942878,2.1070188239216803,-1.1375808089971542,0.02952516241930425,1.486063188314438,2.529397575557232,0.5330932578071952,0.6815501816570759,1.6072603300213815,0.3377736579626799,0.0420664943754673,1.6420842938125133,-0.26370419561862946,0.9522195922210812,0.7762484006583691,0.8954887993633747,6.981119513511657e-05,0.33800303637981416,1.1768871322274208,0.587150240689516,-1.872947882115841,-0.05751594752073288,-0.06675218418240547,0.9815380573272705,0.20807305611670018,-0.40424217097461224,0.4778251189738512,0.6806246817111969,-1.1560517456382513
Celeb-real__id10_0000__9273e8bc,real,test,,Celeb-real,40,astonishment_surprise,0.16590876474790234,0.11542219869436393,0.43082398186339893,0.056050684909910935,0.5322081164453164,1.1011730449555022,0.358974358974359,0.04892766143520506,0.025,0.5280096262693406,1.2606203526258468,0.9462891548871994,3.657524770498276,3.003819319605827,-0.12437286972999573,-1.631662157177925,1.5556647673249244,-0.2568514905869961,0.34566351771354675,1.29380644261837,1.1212370842695236,0.9241774380207062,-0.5486530065536499,0.4014510676264763,2.0532961159944536,1.8560228750109673,-0.32503679268993435,-0.09605106934905053,2.0174478888511658,-0.04622751474380493,0.25965664237737657,-0.5171219766139984,2.0124777257442474,2.689153851568699,1.1776261761784554,0.07094216346740723,0.4536438599228859,-0.32127965688705445,1.0657966405153274,1.6692921444773674,-1.083190731704235,0.6333359718322754,0.42315939664840696,2.1944181472063065,-0.08514525890350341,-0.45615998208522796,0.864762832224369,2.0955298483371734,-1.2392120756208898
Celeb-real__id10_0002__6a16be4b,real,test,,Celeb-real,54,interest,0.10742610477136401,0.0784100635405464,0.4193342398644496,0.03545695010776109,0.49022835614946886,0.9521107817580929,0.49056603773584906,0.037404157850374126,0.0,1.741878170106146,2.5885418388578625,1.2699242521215368,3.3020349696830467,1.6821911599900987,0.5093538716987327,-1.0620738356201738,1.8584850872004475,-0.29581070718941865,0.9279442451618336,1.3853401828695227,1.8027394921691329,1.6262316560303722,-0.8648111853334639,0.6175566714394976,3.0290763400219105,1.8991900483767192,-0.21842505220599748,0.1847296346116949,2.216574505523399,0.002915542434763025,-0.25050849826247606,-0.32537721704553674,1.923318361794507,3.69026509920756,1.6869870004830536,0.9181097977691226,0.5254432205800657,0.08573278453614977,1.1023605156827856,0.6578077828442609,-0.9089387401386544,0.030034717586305406,0.40799101083366957,2.8134551269036754,0.17401429072574334,-0.39118209370860346,0.9152120716041989,1.671271491933752,-1.2883107253798731
Celeb-real__id10_0004__2f2a56d2,real,test,,Celeb-real,87,astonishment_surprise,-0.03192402895531546,0.26070824721579905,0.38684674443788813,0.05860241275567036,0.5184638014125424,1.6624258484620276,0.36046511627906974,0.03851021331739665,0.20689655172413793,0.7440363446186329,1.1210459799602115,1.6107735949001094,2.4979537451404266,1.4121873789820178,0.7224046827732832,-1.3560594032550681,1.7043740632890285,-0.3945880950182334,1.197579777103731,1.738346058746864,2.071986924642804,1.4816322093722465,-0.3150667902724496,0.35004450916045016,1.6140317478399167,1.9279945143337907,-0.40626319506387604,-0.18284492383058043,1.6464361109952816,0.1567328394144431,-0.16368327538172403,0.1862831136275982,1.266213854153951,1.3159680044514008,0.7696760653079241,1.1720744090518733,0.2620461069304368,-0.011956816432119786,1.314217463306997,0.5908850383484501,-0.6953649856578344,0.08528604658170678,0.43236423155357095,2.0296782762154764,0.03862738129736363,-0.511256098404698,0.363945081658747,1.4966389831455273,-1.4552513727511482
Celeb-real__id10_0006__556711a5,real,test,,Celeb-real,27,contentment,0.3731631048086645,0.07892045484408935,0.3996356099679814,0.04030401755079881,0.5028729485992881,0.8444867347600606,0.11538461538461539,0.021639078807423176,0.6296296296296297,2.170010791884528,4.210801645561501,1.290425419807434,2.901908940739102,1.3033741535963836,-0.4447133320349234,-1.6219266675136708,1.2519879517731842,-2.217620942327711,0.46293991141849095,4.691524549766823,0.40647869639926487,0.7594809752923471,-2.139821697164465,-0.4780745464894507,4.288222171642162,2.024647527270847,-0.012023561530643039,-0.13876842900558753,1.020085127265365,-0.8247437521263405,1.0913418443114669,-0.2022027130480166,1.2800823582543268,0.9492703676223755,1.2061311139000788,-0.27298135227627224,-0.012425248269681577,-0.24403896155180754,0.6140750381681654,2.5160826135564736,-0.15883410859991004,0.9209857185681661,-0.4122191866238912,2.3575262935073287,-0.38006381856070626,-0.6548210294158371,1.1948876712057326,3.237413688942238,-0.3803441590732998
Celeb-real__id10_0007__841eee79,real,test,,Celeb-real,83,elation,0.2915809094398027,0.147639105405705,0.434134993621155,0.034354039460919056,0.5186583544795388,1.4172633669758874,0.6097560975609756,0.028169864099164315,0.26506024096385544,1.5299536618123573,2.650891776544502,1.3812392677169247,2.756777398557548,1.6007673165884362,-0.012426242770918881,-1.3292112544358494,1.3493895983121482,-1.3552151440855968,1.0542855248393783,3.5166333526013847,0.022260987615010823,0.781852760228766,-2.154851823686117,-0.6696698316877865,3.69481418362583,1.1755204990685704,-0.279408526550754,-0.7321925306894693,1.4415950925953418,-0.836195759026401,0.5193368986428503,-0.05751888723258512,1.9526726380888237,2.0385074751922883,1.6438599990074894,0.4338825538933995,0.15171398958527899,-0.1352404090295355,0.7940924512334617,1.9417380525405148,0.08072636788149914,0.5687341611069369,-0.5172513773642391,3.191328163606575,-0.5225177385720862,-0.6658444095806904,1.1876553117510784,2.654490907508207,-0.4506145633128752
Celeb-real__id10_0009__00911e7c,real,test,,Celeb-real,90,elation,0.1976609940521318,0.14204000974803505,0.4798371086757117,0.043435488117931666,0.5612345578250989,1.364016269342346,0.47191011235955055,0.04118797292634338,0.05555555555555555,0.965905080238978,2.7066112597783407,1.914909961488512,2.9140565501319036,1.63234787384669,-0.12383563650978936,-0.9307389729552799,1.309649352894889,-1.58953664832645,1.487034265200297,2.4149948517481485,0.15234525203704835,1.3596796598699359,-2.075422409507963,-0.3799793483482467,3.3154834853278268,1.4640216562483046,-0.08313990885184872,-0.4252460241317749,1.3181856804423862,-0.656859259472953,0.34477094676759507,0.2662057677904765,1.4100004070334964,2.3248151845402187,1.2003719204001957,0.7883519457446204,0.08343810439109803,0.08422214852439033,0.8551923500166999,1.7081884576214685,-0.4936574500468042,0.11958673596382141,-0.36140641768773396,3.119970597161187,-0.19258191850450304,-0.5846419480111864,0.9759946544965108,1.4335496293173895,-0.5784586128261354
Celeb-real__id11_0001__5a90326e,real,train,,Celeb-real,74,elation,-0.023798197477662184,0.1276215607464369,0.4449725516798396,0.048952804937128676,0.5407078398991259,1.273241046123576,0.5068493150684932,0.05064791945024805,0.20270270270270271,0.19723204825375532,2.224537720551362,2.4625319419680416,2.6321131264841235,0.894692683542097,0.5370809000891608,-0.5442530456426982,1.5042790569163658,-1.428496451796712,1.9754395323830682,2.4255293801024154,0.776227192298786,1.589527068105904,0.04986120830919292,0.08214644045644515,2.7042424888224215,1.7552365741214238,0.13622751265663552,0.04513650166021811,1.7063548452145345,0.18369433243532438,-0.0679455979450329,2.008031302207225,0.2257997780232816,1.113122685736901,0.7400367727150788,0.8001317551007142,0.14232971378274867,0.2841690247123306,1.5780469581887528,0.698451924162942,-1.2512628045436498,-0.08190075610135053,-0.137489485579568,1.507493789131577,-0.21107182228887403,-0.5475365020133354,0.6650618737613833,1.3527980736784033,-1.176476137863623
