video_id,label,split,manipulation_family,manipulation_type,n_face_frames,dominant_emotion,mean_valence,std_valence,mean_arousal,std_arousal,max_arousal,emotion_entropy,transition_rate,arousal_variation,neutral_ratio,mean_score_affection,mean_score_amusement,mean_score_anger,mean_score_astonishment_surprise,mean_score_awe,mean_score_bitterness,mean_score_concentration,mean_score_confusion,mean_score_contemplation,mean_score_contempt,mean_score_contentment,mean_score_disappointment,mean_score_disgust,mean_score_distress,mean_score_doubt,mean_score_elation,mean_score_embarrassment,mean_score_emotional_numbness,mean_score_fatigue_exhaustion,mean_score_fear,mean_score_helplessness,mean_score_hope_enthusiasm_optimism,mean_score_impatience_and_irritability,mean_score_infatuation,mean_score_interest,mean_score_intoxication_altered_states_of_consciousness,mean_score_jealousy_&_envy,mean_score_longing,mean_score_malevolence_malice,mean_score_pain,mean_score_pleasure_ecstasy,mean_score_pride,mean_score_relief,mean_score_sadness,mean_score_sexual_lust,mean_score_shame,mean_score_sourness,mean_score_teasing,mean_score_thankfulness_gratitude,mean_score_triumph
Celeb-real__id0_0007__4f22f911,real,val,,Celeb-real,80,anger,-0.18349681718791294,0.15380099144082496,0.3417395572594216,0.06628640654996387,0.44948190016432726,1.6384373368368121,0.5949367088607594,0.05805020709093762,0.2125,-0.5685548901557922,0.09775874838232994,2.4466752395033837,2.3751034289598465,0.881875604391098,1.129146932065487,-0.051412847638130185,1.4004475943744183,-0.8757538519799709,1.4123669385910034,2.2030963212251664,1.2277634039521217,2.037383696436882,-1.050723689608276,-0.10224030883982778,1.1450617909431458,2.4405737996101378,0.5675252039916814,0.7028965517878533,1.640484018623829,0.5397929936647415,0.19272303357720375,1.4321557998657226,-0.42432525753974915,0.7978480588644743,0.7474990837275982,0.7319931097328662,0.016414735466241837,0.2613237231969833,1.2129856690764427,0.32696287110447886,-2.006857869774103,0.03492973893880844,-0.012359334528446198,0.7036051258444787,0.3145174842327833,-0.44449018985033034,0.31833055317401887,0.7460475444793702,-1.3264291800558567
Celeb-real__id10_0007__841eee79,real,test,,Celeb-real,83,elation,0.3134079349411733,0.13180182359365283,0.4343569254138234,0.029798597991835166,0.5376943597768847,1.5208192674972583,0.5609756097560976,0.023963699123603428,0.1927710843373494,1.3743406907621636,2.6140187231891128,1.4164127097072372,2.848710933363581,1.7400362347982017,-0.06684286048613398,-1.3576030443949871,0.9985746626394341,-1.4002207320138633,1.0641748029065419,3.577249738107245,-0.2837130448904382,0.7505390234740383,-2.4753222235714096,-1.0567700230034,3.629681233900139,1.0077390426612762,-0.08605926324534847,-0.9238556465470648,1.356028994881963,-0.9362370120473655,0.8729381108858499,-0.14560838779771185,2.070629180913948,2.172542169869664,1.7432940379682793,0.40929260526794986,0.20855476410992174,-0.13874846194163862,0.8461366475346577,2.0896056983844344,0.2588845080280878,0.6353389240172972,-0.6395261151244841,3.438305676701557,-0.5549479299281017,-0.7740583412618522,1.2640326669417232,2.958173239087484,-0.324769552572664
Celeb-real__id10_0009__00911e7c,real,test,,Celeb-real,90,elation,0.19599687341145305,0.14441189391200332,0.46849346120718344,0.04353048807645974,0.5671490044878653,1.450815482816964,0.5280898876404494,0.04182509114013013,0.14444444444444443,0.7815411518017451,2.5188916365305585,1.9931885176234776,2.953184025817447,1.793883940908644,-0.16055091089672513,-0.8810602102014754,1.0698375364144643,-1.4752337220642302,1.4124126977390714,2.6217758191956415,0.16714734103944567,1.3103045761585235,-2.0574020844366814,-0.5667047896318965,3.1118022998174033,1.3030116498470306,0.1142108105123043,-0.36118949784172905,1.4046280953619215,-0.5500960926214854,0.5992797182665931,0.1928070002131992,1.1749555389086406,2.196277121371693,1.2829359233379365,0.6132953902085622,0.13697438968552483,0.07210147115919326,0.9489339431126912,1.749475038713879,-0.47494285967614913,0.10138166281912062,-0.323206756512324,2.993506136205461,-0.13874587284194098,-0.6368770274851058,0.8969402578141954,1.4218451261520386,-0.6009186718198988
Celeb-real__id11_0003__52787b89,real,train,,Celeb-real,53,interest,0.13129191739453966,0.14130967593334692,0.4118579943638723,0.046948528836451744,0.48416400979176577,1.218612600793287,0.4230769230769231,0.050070431172602056,0.1320754716981132,0.6345567478323882,2.8597895199397825,1.7612988319037095,2.494525729485278,1.1898567339159407,1.0913733378896173,-0.9154893002420101,1.048128532913496,-0.07958913130580254,1.8208059792248708,2.6383434893949977,0.5966118574142456,1.1570831289831198,-0.12980368536598277,0.6083928019792404,3.300491357749363,2.4697480943967713,-0.524752182112831,-0.24868129221898205,1.0226647336527985,-0.0885788787086055,0.5236272305812476,1.3028252372201883,1.406032972740677,3.059912732749615,0.6835537159217978,0.8767403757797098,0.5209819663245723,0.1270761512360483,0.8200781660259895,1.0287634134292603,-0.6018184038265696,0.1873551955762899,0.17772012836528275,1.7165675230746,-0.02494271296375203,-0.3623028926129611,1.1163354302352329,2.2198449148322053,-0.9415565931572104
Celeb-real__id12_0006__637d998d,real,train,,Celeb-real,52,contentment,0.3073359813941082,0.14142329402587825,0.4204149627878542,0.037693681427862585,0.5399045594772225,1.034659614720713,0.3333333333333333,0.03413454382104172,0.4807692307692308,0.9347094738712678,2.697851612017705,1.834184052852484,2.811842138950641,1.5186968331153576,-0.08985237204111539,-0.949677277642947,0.34506000807652104,-1.4444984323703325,0.8170405374123499,3.842335437352841,0.6508204432634207,0.5914583435425391,-1.4145533499809413,-0.9584339084820106,3.679656063134854,0.7626516291728387,0.42142322516212094,0.14006815965359026,1.3308590662020903,-0.6912840375533471,1.7203537661295671,0.4744890870956274,0.14761832356452942,1.5030873658565373,0.936976107267233,-0.1805885755098783,0.0908139542891429,-0.1938569866693937,0.48981112929490894,2.396255612373352,0.250859798433689,0.6093606513280135,-0.2400782681428469,1.6448483283703144,-0.48785183979914737,-0.7051876519735043,0.7260723010851786,1.352531882432791,-0.004963776239982018
Celeb-real__id13_0008__0323fc47,real,train,,Celeb-real,77,astonishment_surprise,0.25601431538423725,0.12877458355316246,0.4816792628420927,0.035338510107798635,0.5687694843773938,1.0495994652894014,0.42105263157894735,0.030152629094167757,0.15584415584415584,0.13131733528979414,1.8220329826528376,1.7743275908680705,3.373094055559728,2.619309193128115,0.3765906428361868,-0.9726378615800436,0.42341958237932875,-1.0264112705534154,1.3810184125776415,2.7090764494685384,0.04562064115103189,0.9249532261452118,-1.549512411092783,-0.6822657272606701,3.1422634635652815,0.31455541121495234,-0.2829425684720665,-0.25865224274722015,1.5384026982567527,-0.6769417052145128,1.3937466376787657,0.4514918489889665,1.8716009390818609,2.2235724480895254,1.0205610951819977,0.45871719679275114,0.45350581639772886,0.3949424469625795,0.2552110808236258,2.2493712329245232,-0.45008013116848933,0.23861535648246865,-0.23218411671650874,2.709442146412738,-0.2969927602000051,-0.6084333526623713,1.1511970247541154,1.5380669785784435,0.1220015473180003
Celeb-real__id13_0011__dee78c96,real,train,,Celeb-real,78,contentment,0.32812958267949005,0.1271381075841068,0.4546542954541009,0.03525018992367743,0.5425987778627472,1.1168935975395438,0.45454545454545453,0.027909934439106207,0.5641025641025641,1.2419630247048843,2.1828165658009357,1.8615596814033313,2.6148617328741612,1.471180455806928,-0.14164335758258134,-1.1684162066533015,-0.289295318034979,-1.1116709376756961,1.0142199030289283,3.696235782060868,-0.036080750135275036,0.5472541787685492,-1.8080217693096552,-1.1628574239902008,3.0371396297063584,0.36088237854150623,-0.12472192804591778,0.009180098007886838,0.8116522775246546,-0.8706399011306274,1.115026796475435,0.6920756116891519,1.9709627062846453,1.6173470134918506,0.7672964464395474,0.168930023144453,0.3155170274086488,0.05107531562829629,0.3934325040915074,2.199244824739603,-0.2027233395821009,0.4796901009021661,-0.400817130620663,2.974430047548734,-0.5716945154544635,-0.614913848730234,1.2205276519824297,1.1246691407301488,0.1567614842683841
Celeb-real__id13_0012__14e6d503,real,train,,Celeb-real,85,contentment,0.2584389974504666,0.1657759284613143,0.4403271536792453,0.027304258923114732,0.4930307763885833,1.0631044932629372,0.36904761904761907,0.03217223447148265,0.5294117647058824,0.060377366753185495,1.6274974675739513,1.882839420262505,2.558892112619737,1.8936000866048477,0.47257428029004267,-0.6702729239183314,-0.23057998559054207,-0.9571837695205913,1.0525501040851368,3.453609323501587,-0.23099258647245519,0.5222575783729553,-1.4077816872035755,-1.044267813949024,2.9353044958675607,-0.1666382537168615,0.130690272437299,0.0983394608778112,1.2867522225660437,-0.18622547878938564,1.9750150014372434,0.936296973508947,1.0153895791839151,0.9465794661465813,1.0834707070799434,0.27039683426127714,0.35918322871713076,0.43663524249020746,0.5026137309915879,2.4383826536290787,-0.29731595901881946,0.5873490733258865,-0.3644823852707358,2.4559281279059015,-0.24678460920558257,-0.5724098864723655,0.9987835989278906,1.4596249846851124,0.1441597829846775
Celeb-real__id16_0002__b8fb1d0e,real,train,,Celeb-real,61,contentment,0.16237822603879165,0.08788515161391208,0.41796507419355505,0.042337768322866905,0.5203452900678173,0.7850098203556761,0.4,0.036808080881237486,0.6557377049180327,0.43112837682004834,2.144172001080435,2.260052028249522,2.0581273309520034,0.7512920625874253,0.01060897795880427,-0.3004470633678749,0.9227854902627038,-0.7087238558003159,1.1853568045819391,3.158736334472406,0.3102908544853085,0.8781402775498687,-1.3773800476652678,0.086612697446444,2.5659435811589977,1.3111385380635496,0.422181666385932,-0.05080419192548658,0.46996361896639965,-0.611155454252587,1.1857219826979715,1.873881687883471,-0.3323004705006959,1.2899399497469917,0.5315407504800891,0.4425375657003434,-0.05307913608238345,0.13203412196675285,0.853945155612758,1.3870421481914208,-0.44964546453757365,0.4134959617599112,-0.5348757593358149,0.942136993173693,-0.40003923607654257,-0.5344683664744018,1.0403814100828328,1.3132023107810098,-0.22762920475396953
Celeb-real__id16_0012__e75472a5,real,train,,Celeb-real,52,contentment,0.04504577279159297,0.07292041760649094,0.3731243932445505,0.039882748124527835,0.47495172368500815,1.0548987323262689,0.47058823529411764,0.03076888464146307,0.6153846153846154,0.9144786968827248,1.1471021679731517,2.447910439509612,2.393157814557736,0.7972457087956942,0.4685284632902879,-0.1491496035685906,1.4783758291831384,0.3348253776247685,0.9858365150598379,2.9834605203225064,1.0656039600188916,1.3856240384853804,-0.3776993714272976,0.911951767710539,0.886939328450423,0.9832252562046051,0.023485256932102717,-0.3062893748283386,1.0989039345429494,-0.2293916424879661,0.688232421875,1.8676652908325195,1.1035285523304572,1.3754313490711725,0.6393922888315641,0.7136127077616178,0.3055874384366549,-0.15095914556429937,0.9756153340523059,0.270851663672007,-1.3641148461745336,0.27260538706412685,-0.2943430474171272,1.333530375590691,-0.35396698346504796,-0.33111690271359223,0.6921576897685344,2.5193668558047366,-1.0916251104611616
