video_id,label,split,manipulation_family,detector_score
YouTube-real__00246__bc0e9215,real,train,nan,0.9672684073448181
YouTube-real__00246__bc0e9215,real,train,nan,0.8887797594070435
YouTube-real__00246__bc0e9215,real,train,nan,0.2193060964345932
YouTube-real__00246__bc0e9215,real,train,nan,0.5575814843177795
YouTube-real__00246__bc0e9215,real,train,nan,0.5817875266075134
YouTube-real__00246__bc0e9215,real,train,nan,0.2891422510147095
YouTube-real__00246__bc0e9215,real,train,nan,0.6044703722000122
YouTube-real__00246__bc0e9215,real,train,nan,0.45799946784973145
YouTube-real__00246__bc0e9215,real,train,nan,0.08549850434064865
YouTube-real__00246__bc0e9215,real,train,nan,0.8029825687408447
YouTube-real__00246__bc0e9215,real,train,nan,0.20575562119483948
YouTube-real__00246__bc0e9215,real,train,nan,0.8640677332878113
YouTube-real__00246__bc0e9215,real,train,nan,0.31630587577819824
YouTube-real__00246__bc0e9215,real,train,nan,0.49059566855430603
YouTube-real__00246__bc0e9215,real,train,nan,0.27475857734680176
YouTube-real__00246__bc0e9215,real,train,nan,0.42777588963508606
YouTube-real__00246__bc0e9215,real,train,nan,0.5779565572738647
YouTube-real__00246__bc0e9215,real,train,nan,0.5239861011505127
YouTube-real__00246__bc0e9215,real,train,nan,0.4990306496620178
YouTube-real__00246__bc0e9215,real,train,nan,0.829767107963562
YouTube-real__00246__bc0e9215,real,train,nan,0.5092488527297974
YouTube-real__00246__bc0e9215,real,train,nan,0.09550648927688599
YouTube-real__00246__bc0e9215,real,train,nan,0.6055936217308044
YouTube-real__00246__bc0e9215,real,train,nan,0.31423497200012207
YouTube-real__00246__bc0e9215,real,train,nan,0.07478320598602295
YouTube-real__00246__bc0e9215,real,train,nan,0.18183350563049316
YouTube-real__00246__bc0e9215,real,train,nan,0.43959692120552063
YouTube-real__00246__bc0e9215,real,train,nan,0.5931487679481506
YouTube-real__00246__bc0e9215,real,train,nan,0.6672972440719604
YouTube-real__00246__bc0e9215,real,train,nan,0.21279028058052063
YouTube-real__00246__bc0e9215,real,train,nan,0.28184860944747925
YouTube-real__00246__bc0e9215,real,train,nan,0.1448143720626831
YouTube-real__00246__bc0e9215,real,train,nan,0.5731898546218872
YouTube-real__00246__bc0e9215,real,train,nan,0.6633376479148865
YouTube-real__00246__bc0e9215,real,train,nan,0.4263123869895935
YouTube-real__00246__bc0e9215,real,train,nan,0.6492165923118591
YouTube-real__00246__bc0e9215,real,train,nan,0.571633517742157
YouTube-real__00246__bc0e9215,real,train,nan,0.753303587436676
YouTube-real__00246__bc0e9215,real,train,nan,0.2965187430381775
YouTube-real__00246__bc0e9215,real,train,nan,0.634941816329956
YouTube-real__00246__bc0e9215,real,train,nan,0.6783589720726013
YouTube-real__00246__bc0e9215,real,train,nan,0.8955656886100769
YouTube-real__00246__bc0e9215,real,train,nan,0.5661954283714294
YouTube-real__00246__bc0e9215,real,train,nan,0.47967904806137085
YouTube-real__00246__bc0e9215,real,train,nan,0.7418559789657593
YouTube-real__00246__bc0e9215,real,train,nan,0.7381690740585327
YouTube-real__00246__bc0e9215,real,train,nan,0.6853005886077881
YouTube-real__00246__bc0e9215,real,train,nan,0.6627029776573181
YouTube-real__00246__bc0e9215,real,train,nan,0.9596275091171265
YouTube-real__00246__bc0e9215,real,train,nan,0.7665851712226868
YouTube-real__00246__bc0e9215,real,train,nan,0.4796086847782135
YouTube-real__00246__bc0e9215,real,train,nan,0.8195180296897888
YouTube-real__00246__bc0e9215,real,train,nan,0.2505640983581543
YouTube-real__00246__bc0e9215,real,train,nan,0.4268774390220642
YouTube-real__00246__bc0e9215,real,train,nan,0.09748143702745438
YouTube-real__00246__bc0e9215,real,train,nan,0.8590936660766602
YouTube-real__00246__bc0e9215,real,train,nan,0.0968000590801239
YouTube-real__00246__bc0e9215,real,train,nan,0.7205581665039062
YouTube-real__00246__bc0e9215,real,train,nan,0.7121315002441406
YouTube-real__00246__bc0e9215,real,train,nan,0.7730055451393127
YouTube-real__00246__bc0e9215,real,train,nan,0.8046619296073914
YouTube-real__00246__bc0e9215,real,train,nan,0.8151892423629761
YouTube-real__00246__bc0e9215,real,train,nan,0.8851299285888672
YouTube-real__00246__bc0e9215,real,train,nan,0.7488705515861511
YouTube-real__00246__bc0e9215,real,train,nan,0.952192485332489
YouTube-real__00246__bc0e9215,real,train,nan,0.5924743413925171
YouTube-real__00246__bc0e9215,real,train,nan,0.3852447271347046
YouTube-real__00246__bc0e9215,real,train,nan,0.4953952729701996
YouTube-real__00246__bc0e9215,real,train,nan,0.4649306535720825
YouTube-real__00246__bc0e9215,real,train,nan,0.6707093119621277
YouTube-real__00246__bc0e9215,real,train,nan,0.4473683834075928
YouTube-real__00246__bc0e9215,real,train,nan,0.6322920322418213
YouTube-real__00246__bc0e9215,real,train,nan,0.925512969493866
YouTube-real__00246__bc0e9215,real,train,nan,0.928404688835144
YouTube-real__00246__bc0e9215,real,train,nan,0.9643193483352661
YouTube-real__00246__bc0e9215,real,train,nan,0.7767661213874817
Celeb-real__id19_0003__02a18478,real,test,nan,0.9813233613967896
Celeb-real__id19_0003__02a18478,real,test,nan,0.9937159419059753
Celeb-real__id19_0003__02a18478,real,test,nan,0.9833016991615295
Celeb-real__id19_0003__02a18478,real,test,nan,0.9218419790267944
Celeb-real__id19_0003__02a18478,real,test,nan,0.8644092082977295
Celeb-real__id19_0003__02a18478,real,test,nan,0.9027387499809265
Celeb-real__id19_0003__02a18478,real,test,nan,0.7900894284248352
Celeb-real__id19_0003__02a18478,real,test,nan,0.9594349265098572
Celeb-real__id19_0003__02a18478,real,test,nan,0.9285634756088257
Celeb-real__id19_0003__02a18478,real,test,nan,0.8159781098365784
Celeb-real__id19_0003__02a18478,real,test,nan,0.9757674336433411
Celeb-real__id19_0003__02a18478,real,test,nan,0.9771156311035156
Celeb-real__id19_0003__02a18478,real,test,nan,0.9744040966033936
Celeb-real__id19_0003__02a18478,real,test,nan,0.9699785113334656
Celeb-real__id19_0003__02a18478,real,test,nan,0.9773459434509277
Celeb-real__id19_0003__02a18478,real,test,nan,0.8460609316825867
Celeb-real__id19_0003__02a18478,real,test,nan,0.7259983420372009
Celeb-real__id19_0003__02a18478,real,test,nan,0.9748765230178833
